DATE,DCOILWTICO
2012-12-01,87.8595000000000000
2013-01-01,94.7566666666666667
2013-02-01,95.3089473684210526
2013-03-01,92.9385000000000000
2013-04-01,92.0213636363636364
2013-05-01,94.5095454545454545
2013-06-01,95.7725000000000000
2013-07-01,104.6709090909090909
2013-08-01,106.5727272727272727
2013-09-01,106.2895000000000000
2013-10-01,100.5382608695652174
2013-11-01,93.8640000000000000
2013-12-01,97.6252380952380952
2014-01-01,94.6171428571428571
2014-02-01,100.8173684210526316
2014-03-01,100.8038095238095238
2014-04-01,102.0690476190476190
2014-05-01,102.1771428571428571
2014-06-01,105.7942857142857143
2014-07-01,103.5886363636363636
2014-08-01,96.5361904761904762
2014-09-01,93.2119047619047619
2014-10-01,84.3969565217391304
2014-11-01,75.7894736842105263
2014-12-01,59.2904545454545455
2015-01-01,47.2190000000000000
2015-02-01,50.5842105263157895
2015-03-01,47.8236363636363636
2015-04-01,54.4528571428571429
2015-05-01,59.2650000000000000
2015-06-01,59.8195454545454545
2015-07-01,50.9009090909090909
2015-08-01,42.8676190476190476
2015-09-01,45.4795238095238095
2015-10-01,46.2236363636363636
2015-11-01,42.4435000000000000
2015-12-01,37.1886363636363636
2016-01-01,31.6831578947368421
2016-02-01,30.3230000000000000
2016-03-01,37.5463636363636364
2016-04-01,40.7552380952380952
2016-05-01,46.7123809523809524
2016-06-01,48.7572727272727273
2016-07-01,44.6515000000000000
2016-08-01,44.7243478260869565
2016-09-01,45.1823809523809524
2016-10-01,49.7752380952380952
2016-11-01,45.6609523809523810
2016-12-01,51.9704761904761905
2017-01-01,52.5040000000000000
2017-02-01,53.4684210526315789
2017-03-01,49.3278260869565217
2017-04-01,51.0605263157894737
2017-05-01,48.4763636363636364
2017-06-01,45.1777272727272727
2017-07-01,46.6305263157894737
2017-08-01,48.0369565217391304
2017-09-01,49.8220000000000000
2017-10-01,51.5777272727272727
2017-11-01,56.6385714285714286
2017-12-01,57.8815000000000000
2018-01-01,63.6985714285714286
2018-02-01,62.2294736842105263
2018-03-01,62.7247619047619048
2018-04-01,66.2538095238095238
2018-05-01,69.9781818181818182
2018-06-01,67.8733333333333333
2018-07-01,70.9814285714285714
2018-08-01,68.0556521739130435
2018-09-01,70.2321052631578947
2018-10-01,70.7486956521739130
2018-11-01,56.9635000000000000
2018-12-01,49.5227777777777778
2019-01-01,51.3757142857142857
2019-02-01,54.9547368421052632
2019-03-01,58.1514285714285714
2019-04-01,63.8623809523809524
2019-05-01,60.8268181818181818
2019-06-01,54.6575000000000000
2019-07-01,57.3580952380952381
2019-08-01,54.8059090909090909
2019-09-01,56.9470000000000000
2019-10-01,53.9630434782608696
2019-11-01,57.0489473684210526
2019-12-01,59.8166666666666667
2020-01-01,57.5190476190476190
2020-02-01,50.5426315789473684
2020-03-01,29.2077272727272727
2020-04-01,16.5476190476190476
2020-05-01,28.5625000000000000
2020-06-01,38.3072727272727273
2020-07-01,40.7104545454545455
2020-08-01,42.3390476190476190
2020-09-01,39.6342857142857143
2020-10-01,39.3959090909090909
2020-11-01,40.9373684210526316
2020-12-01,47.0250000000000000
2021-01-01,52.0084210526315789
2021-02-01,59.0463157894736842
2021-03-01,62.3330434782608696
2021-04-01,61.7166666666666667
2021-05-01,65.1695000000000000
2021-06-01,71.3781818181818182
2021-07-01,72.4852380952380952
2021-08-01,67.7304545454545455
2021-09-01,71.6461904761904762
2021-10-01,81.4766666666666667
2021-11-01,79.1475000000000000
2021-12-01,71.7118181818181818
2022-01-01,83.2220000000000000
2022-02-01,91.6410526315789474
2022-03-01,108.5026086956521739
2022-04-01,101.7775000000000000
