DATE,T5YIE
2014-05-01,1.9357142857142857
2014-06-01,1.9704761904761905
2014-07-01,1.9709090909090909
2014-08-01,1.8414285714285714
2014-09-01,1.6766666666666667
2014-10-01,1.4813636363636364
2014-11-01,1.4777777777777778
2014-12-01,1.2745454545454545
2015-01-01,1.2085000000000000
2015-02-01,1.3621052631578947
2015-03-01,1.4772727272727273
2015-04-01,1.6177272727272727
2015-05-01,1.6395000000000000
2015-06-01,1.6327272727272727
2015-07-01,1.4954545454545455
2015-08-01,1.2295238095238095
2015-09-01,1.1552380952380952
2015-10-01,1.1742857142857143
2015-11-01,1.2663157894736842
2015-12-01,1.2386363636363636
2016-01-01,1.1905263157894737
2016-02-01,1.0835000000000000
2016-03-01,1.4090909090909091
2016-04-01,1.4819047619047619
2016-05-01,1.5204761904761905
2016-06-01,1.4359090909090909
2016-07-01,1.3885000000000000
2016-08-01,1.3034782608695652
2016-09-01,1.3495238095238095
2016-10-01,1.5325000000000000
2016-11-01,1.6615000000000000
2016-12-01,1.8109523809523810
2017-01-01,1.8855000000000000
2017-02-01,1.8868421052631579
2017-03-01,1.8365217391304348
2017-04-01,1.7484210526315789
2017-05-01,1.7463636363636364
2017-06-01,1.6327272727272727
2017-07-01,1.6415000000000000
2017-08-01,1.6147826086956522
2017-09-01,1.6820000000000000
2017-10-01,1.7314285714285714
2017-11-01,1.7528571428571429
2017-12-01,1.7660000000000000
2018-01-01,1.9366666666666667
2018-02-01,1.9652631578947368
2018-03-01,2.0214285714285714
2018-04-01,2.0495238095238095
2018-05-01,2.1018181818181818
2018-06-01,2.0676190476190476
2018-07-01,2.0423809523809524
2018-08-01,1.9826086956521739
2018-09-01,2.0084210526315789
2018-10-01,1.9872727272727273
2018-11-01,1.8445000000000000
2018-12-01,1.6015789473684211
2019-01-01,1.6280952380952381
2019-02-01,1.7573684210526316
2019-03-01,1.8161904761904762
2019-04-01,1.8385714285714286
2019-05-01,1.7081818181818182
2019-06-01,1.5490000000000000
2019-07-01,1.5795454545454545
2019-08-01,1.3804545454545455
2019-09-01,1.3935000000000000
2019-10-01,1.4022727272727273
2019-11-01,1.5484210526315789
2019-12-01,1.6214285714285714
2020-01-01,1.6523809523809524
2020-02-01,1.5810526315789474
2020-03-01,0.67454545454545454545
2020-04-01,0.75857142857142857143
2020-05-01,0.76500000000000000000
2020-06-01,1.01409090909090909091
2020-07-01,1.3131818181818182
2020-08-01,1.5504761904761905
2020-09-01,1.5323809523809524
2020-10-01,1.5609523809523810
2020-11-01,1.6252631578947368
2020-12-01,1.8654545454545455
2021-01-01,2.1031578947368421
2021-02-01,2.3115789473684211
2021-03-01,2.4969565217391304
